price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,lat,long,sqft_living15,sqft_lot15,sale_year,house_age,age_since_renovation,is_renovated,Total_rooms,Price_per_sqft,Rooms_per_floor,basement_ratio,LivingLot_ratio,cluster
650000.0,3,2.0,1840,3075,1.0,0,0,5,7,920,920,47.6894,-122.35,1480,3774,2015,87,87,0,5.0,353.2608695652174,5.0,0.5,0.5983739837398374,1
589950.0,5,3.0,2790,19439,1.0,0,3,5,7,1500,1290,47.4088,-122.089,1620,19439,2014,41,41,0,8.0,211.4516129032258,8.0,0.46236559139784944,0.14352590153814496,0
309950.0,2,2.25,1460,1607,2.0,0,0,3,8,1460,0,47.5395,-122.369,1460,1826,2014,7,7,0,4.25,212.2945205479452,2.125,0.0,0.9085252022401992,1
775000.0,3,2.5,2620,241200,1.5,0,0,4,9,2620,0,47.4574,-122.01,2620,172933,2014,16,16,0,5.5,295.80152671755724,3.6666666666666665,0.0,0.010862354892205639,2
590000.0,4,1.5,2230,5109,1.5,0,0,3,7,1330,900,47.6996,-122.31,1630,5109,2014,96,96,0,5.5,264.5739910313901,3.6666666666666665,0.40358744394618834,0.4364846349579174,1
863500.0,4,3.0,3250,2760,2.5,0,0,3,8,2420,830,47.6104,-122.303,1260,2780,2015,110,8,1,7.0,265.6923076923077,2.8,0.2553846153846154,1.1775362318840579,1
517500.0,3,1.0,1190,7000,1.0,0,0,3,7,1190,0,47.6453,-122.403,1350,7000,2014,71,71,0,4.0,434.87394957983196,4.0,0.0,0.17,1
700000.0,3,3.0,2090,7440,1.5,0,0,5,7,1290,800,47.6891,-122.331,1570,4960,2014,92,92,0,6.0,334.9282296650718,4.0,0.3827751196172249,0.28091397849462363,1
699000.0,3,2.5,2580,8154,1.0,0,0,3,10,2090,490,47.7259,-122.361,1660,8155,2014,58,17,1,5.5,270.93023255813955,5.5,0.18992248062015504,0.3164091243561442,1
350000.0,3,2.5,2100,3574,2.0,0,0,3,7,1690,410,47.7453,-121.984,1970,2962,2014,9,9,0,5.5,166.66666666666666,2.75,0.19523809523809524,0.5875769445998881,2
795000.0,4,2.5,3160,16564,2.0,0,0,3,10,3160,0,47.6365,-122.04,3160,12415,2014,27,27,0,6.5,251.58227848101265,3.25,0.0,0.19077517507848346,2
543000.0,3,2.5,2090,7640,1.0,0,0,3,7,1360,730,47.7369,-122.338,2090,7668,2014,52,0,1,5.5,259.8086124401914,5.5,0.3492822966507177,0.27356020942408377,1
325000.0,3,2.5,1570,3143,2.0,0,0,3,7,1570,0,47.7364,-121.969,1740,3591,2015,14,14,0,5.5,207.0063694267516,2.75,0.0,0.4995227489659561,2
337500.0,3,1.0,1020,6000,1.5,0,0,3,7,1020,0,47.5254,-122.318,1240,6000,2015,115,115,0,4.0,330.88235294117646,2.6666666666666665,0.0,0.17,1
425000.0,2,1.0,1300,11080,1.0,0,0,4,7,1300,0,47.7281,-122.233,1600,9259,2015,60,60,0,3.0,326.9230769230769,3.0,0.0,0.11732851985559567,1
780000.0,3,2.5,2110,9773,1.0,0,0,3,9,2110,0,47.5628,-122.115,2560,11787,2015,29,29,0,5.5,369.66824644549763,5.5,0.0,0.21590095160135067,2
259000.0,2,1.0,1210,17389,1.0,0,0,4,5,1210,0,47.5044,-122.148,2140,14419,2014,66,66,0,3.0,214.0495867768595,3.0,0.0,0.06958421990913796,0
524400.0,4,1.75,1990,12950,1.0,0,0,4,8,1850,140,47.5434,-122.166,2090,12850,2014,46,46,0,5.75,263.5175879396985,5.75,0.07035175879396985,0.15366795366795366,2
260000.0,3,2.0,1630,8018,1.0,0,0,3,7,1630,0,47.2638,-122.243,1610,8397,2014,11,11,0,5.0,159.50920245398774,5.0,0.0,0.20329259166874533,0
273000.0,2,2.0,1384,1822,2.0,0,0,3,7,1384,0,47.7525,-122.244,1078,1315,2015,25,25,0,4.0,197.2543352601156,2.0,0.0,0.7596048298572997,1
639900.0,4,2.5,3380,75794,2.0,0,0,3,10,3380,0,47.3511,-122.266,3710,17913,2015,18,18,0,6.5,189.31952662721895,3.25,0.0,0.04459455893606354,0
420000.0,4,2.5,2480,8626,2.0,0,0,3,10,2480,0,47.3185,-122.262,2990,9033,2014,13,13,0,6.5,169.3548387096774,3.25,0.0,0.28750289821469976,0
510500.0,3,1.0,1270,8000,1.0,0,0,4,7,1270,0,47.5874,-122.136,1470,8000,2014,57,57,0,4.0,401.9685039370079,4.0,0.0,0.15875,2
290000.0,4,1.0,1010,7200,1.5,0,0,3,6,1010,0,47.742,-122.325,1360,7200,2015,68,68,0,5.0,287.1287128712871,3.3333333333333335,0.0,0.14027777777777778,1
226000.0,3,1.75,1490,6269,1.0,0,0,4,6,990,500,47.4917,-122.188,1490,7722,2015,71,71,0,4.75,151.6778523489933,4.75,0.33557046979865773,0.23767746052001915,0
300000.0,2,1.0,820,3844,1.0,0,0,4,6,820,0,47.7049,-122.349,1520,3844,2014,98,98,0,3.0,365.8536585365854,3.0,0.0,0.2133194588969823,1
407450.0,3,2.0,1810,10860,1.0,0,0,3,7,1810,0,47.6393,-121.967,1420,11982,2014,47,47,0,5.0,225.11049723756906,5.0,0.0,0.16666666666666666,2
390000.0,4,2.25,3060,7920,1.0,0,0,3,7,1530,1530,47.4879,-122.245,1850,7800,2015,50,50,0,6.25,127.45098039215686,6.25,0.5,0.38636363636363635,0
1058800.0,6,2.75,2980,20000,1.0,0,4,3,8,2130,850,47.7599,-122.375,2730,20000,2015,50,50,0,8.75,355.3020134228188,8.75,0.28523489932885904,0.149,1
610000.0,3,2.5,3440,18167,2.0,0,0,3,11,3440,0,47.2909,-122.342,3990,20239,2014,23,23,0,5.5,177.32558139534885,2.75,0.0,0.1893543237738757,0
239975.0,3,2.5,1820,7242,1.0,0,0,3,7,1220,600,47.4318,-122.292,1350,8214,2015,56,56,0,5.5,131.8543956043956,5.5,0.32967032967032966,0.25131179232256284,0
375000.0,3,2.5,2320,5760,1.0,0,0,3,7,1480,840,47.504,-122.248,1660,5762,2014,27,27,0,5.5,161.63793103448276,5.5,0.3620689655172414,0.4027777777777778,0
742500.0,4,2.5,2620,4400,2.0,0,0,3,9,2620,0,47.5524,-121.991,2640,4554,2015,11,11,0,6.5,283.39694656488547,3.25,0.0,0.5954545454545455,2
450000.0,4,1.75,2190,11625,1.0,0,0,4,8,2020,170,47.4979,-122.363,1920,8855,2015,59,59,0,5.75,205.4794520547945,5.75,0.0776255707762557,0.18838709677419355,1
300000.0,3,2.25,1780,10395,1.0,0,0,3,8,1780,0,47.4539,-122.15,2080,9360,2014,47,47,0,5.25,168.53932584269663,5.25,0.0,0.17123617123617124,0
216600.0,3,1.75,2200,7700,1.0,0,0,3,7,1240,960,47.4119,-122.181,1770,7360,2015,40,40,0,4.75,98.45454545454545,4.75,0.43636363636363634,0.2857142857142857,0
525000.0,3,1.75,1600,6120,1.5,0,0,3,7,1600,0,47.6847,-122.291,1670,4590,2014,90,90,0,4.75,328.125,3.1666666666666665,0.0,0.26143790849673204,1
455000.0,4,2.25,2450,21000,1.0,0,2,4,8,1650,800,47.4559,-122.344,1820,12480,2014,60,60,0,6.25,185.71428571428572,6.25,0.32653061224489793,0.11666666666666667,0
390000.0,4,2.25,2680,35218,2.0,0,0,3,8,2680,0,47.4613,-121.997,2980,35218,2014,28,28,0,6.25,145.52238805970148,3.125,0.0,0.07609745016752797,2
450000.0,3,1.75,1850,8667,1.0,0,0,4,7,880,970,47.7025,-122.198,1450,10530,2014,32,32,0,4.75,243.24324324324326,4.75,0.5243243243243243,0.21345332871812622,1
382000.0,4,1.0,1740,4400,1.5,0,0,3,7,1740,0,47.6058,-122.3,1590,4400,2014,90,90,0,5.0,219.54022988505747,3.3333333333333335,0.0,0.39545454545454545,1
287000.0,3,2.25,1490,9600,1.0,0,0,4,7,1170,320,47.7378,-121.977,1590,10104,2014,27,27,0,5.25,192.61744966442953,5.25,0.21476510067114093,0.15520833333333334,2
460000.0,4,2.0,1960,190357,1.0,0,3,2,8,1960,0,47.5538,-121.958,2560,189100,2015,44,44,0,6.0,234.69387755102042,6.0,0.0,0.010296442999206753,2
435000.0,3,2.25,1380,3015,2.0,0,0,3,7,1380,0,47.6783,-122.157,1930,3612,2014,5,5,0,5.25,315.2173913043478,2.625,0.0,0.4577114427860697,2
575000.0,2,1.0,1510,4032,1.5,0,0,3,8,1310,200,47.6371,-122.393,1700,4042,2014,79,79,0,3.0,380.79470198675494,2.0,0.13245033112582782,0.37450396825396826,1
626700.0,3,1.5,1410,3600,1.0,0,0,3,7,1410,0,47.6402,-122.357,1370,3600,2015,109,109,0,4.5,444.468085106383,4.5,0.0,0.39166666666666666,1
352000.0,4,1.5,1440,8680,1.5,0,0,3,7,1440,0,47.502,-122.228,1440,9000,2015,93,93,0,5.5,244.44444444444446,3.6666666666666665,0.0,0.16589861751152074,0
650000.0,3,1.0,920,6750,1.0,0,0,4,7,920,0,47.6322,-122.212,1460,8933,2015,64,64,0,4.0,706.5217391304348,4.0,0.0,0.1362962962962963,1
197000.0,3,1.0,1090,17630,1.0,0,0,4,7,1090,0,47.288,-122.196,1300,12000,2014,52,52,0,4.0,180.73394495412845,4.0,0.0,0.06182643221781055,0
340000.0,8,2.75,2790,6695,1.0,0,0,3,7,1470,1320,47.7565,-122.331,1760,7624,2014,37,37,0,10.75,121.86379928315412,10.75,0.4731182795698925,0.4167289021657954,1
560000.0,3,2.0,1840,14985,1.0,0,0,3,7,1840,0,47.6916,-122.158,2300,16067,2014,46,46,0,5.0,304.3478260869565,5.0,0.0,0.12278945612278945,2
354000.0,3,1.75,1340,6300,1.0,0,0,3,7,1340,0,47.7186,-122.218,1780,7200,2015,43,43,0,4.75,264.17910447761193,4.75,0.0,0.2126984126984127,1
670000.0,4,2.5,2570,9086,2.0,0,0,3,9,2570,0,47.6373,-122.064,2760,6733,2014,15,15,0,6.5,260.7003891050584,3.25,0.0,0.28285274047985914,2
769000.0,4,3.5,3010,6202,2.0,0,0,3,9,3010,0,47.5533,-121.993,2520,5001,2015,10,10,0,7.5,255.48172757475083,3.75,0.0,0.4853273137697517,2
650000.0,4,2.5,2160,3139,1.0,0,0,3,7,1080,1080,47.6662,-122.338,1650,3740,2014,74,74,0,6.5,300.9259259259259,6.5,0.5,0.6881172347881491,1
650000.0,3,1.75,2140,9484,1.0,0,0,3,7,1290,850,47.6234,-122.191,1960,9630,2014,61,61,0,4.75,303.7383177570093,4.75,0.397196261682243,0.22564318852804724,2
289950.0,4,1.75,2090,7416,1.0,0,0,4,7,1050,1040,47.4107,-122.179,1710,7527,2014,44,44,0,5.75,138.73205741626793,5.75,0.49760765550239233,0.28182308522114347,0
300000.0,3,1.75,1810,21138,1.0,0,0,4,7,1240,570,47.4674,-122.178,1850,12200,2014,37,37,0,4.75,165.74585635359117,4.75,0.3149171270718232,0.08562777935471662,0
471000.0,4,1.75,1760,5750,1.0,0,2,5,7,1070,690,47.5521,-122.373,1860,5750,2014,52,52,0,5.75,267.6136363636364,5.75,0.39204545454545453,0.3060869565217391,1
639000.0,4,2.5,2500,8540,2.0,0,0,3,9,2500,0,47.5759,-121.994,2560,8475,2014,24,24,0,6.5,255.6,3.25,0.0,0.2927400468384075,2
287000.0,2,1.0,930,6900,1.0,0,2,3,7,930,0,47.506,-122.242,1910,7194,2014,62,62,0,3.0,308.60215053763443,3.0,0.0,0.13478260869565217,0
740000.0,4,2.5,3030,8335,2.0,0,0,3,10,3030,0,47.578,-122.056,2850,8678,2015,23,23,0,6.5,244.22442244224422,3.25,0.0,0.3635272945410918,2
499922.0,3,2.0,1460,3000,1.0,0,0,4,7,940,520,47.682,-122.365,1460,3000,2015,25,25,0,5.0,342.4123287671233,5.0,0.3561643835616438,0.4866666666666667,1
675000.0,4,2.5,2940,14071,2.0,0,0,3,9,2940,0,47.5627,-122.018,2670,10982,2014,28,28,0,6.5,229.59183673469389,3.25,0.0,0.20894037381849193,2
738515.0,5,2.75,3360,9200,2.0,0,0,3,9,3360,0,47.7754,-122.173,3360,9713,2014,0,0,0,7.75,219.79613095238096,3.875,0.0,0.3652173913043478,2
445000.0,3,1.75,2110,4800,1.0,0,0,3,8,1210,900,47.567,-122.318,1660,4800,2014,58,58,0,4.75,210.9004739336493,4.75,0.4265402843601896,0.4395833333333333,1
1039000.0,4,2.25,2740,11343,1.0,0,2,5,10,1980,760,47.7117,-122.278,2790,10027,2015,62,62,0,6.25,379.1970802919708,6.25,0.2773722627737226,0.241558670545711,1
346000.0,2,1.0,1070,2196,1.0,0,0,4,7,880,190,47.5726,-122.308,1160,3600,2014,97,97,0,3.0,323.3644859813084,3.0,0.17757009345794392,0.4872495446265938,1
450000.0,3,2.0,1680,4886,2.0,0,0,3,7,1180,500,47.5536,-122.286,1400,4900,2015,75,75,0,5.0,267.85714285714283,2.5,0.2976190476190476,0.3438395415472779,1
350000.0,4,2.5,2260,13755,1.0,0,0,4,9,2260,0,47.3767,-122.161,2650,13650,2014,39,39,0,6.5,154.86725663716814,6.5,0.0,0.16430388949472918,0
2400000.0,4,3.5,5860,7200,2.0,0,0,5,10,3690,2170,47.6287,-122.287,4150,7200,2014,107,107,0,7.5,409.55631399317406,3.75,0.3703071672354949,0.8138888888888889,1
594950.0,4,2.25,2380,35008,1.0,0,0,3,8,2380,0,47.5834,-122.001,2250,34794,2014,37,37,0,6.25,249.97899159663865,6.25,0.0,0.06798446069469835,2
1695000.0,5,3.0,3320,5354,2.0,0,0,3,9,3320,0,47.6542,-122.331,2330,4040,2015,11,11,0,8.0,510.5421686746988,4.0,0.0,0.6200971236458722,1
219000.0,2,1.0,1050,9000,1.5,0,0,4,7,1050,0,47.2887,-122.299,1550,9600,2014,30,30,0,3.0,208.57142857142858,2.0,0.0,0.11666666666666667,0
450000.0,4,2.5,2070,3982,2.0,0,0,3,7,2070,0,47.531,-121.854,2340,4067,2015,11,11,0,6.5,217.3913043478261,3.25,0.0,0.5198392767453541,2
402000.0,4,2.25,1790,7311,2.0,0,0,3,7,1790,0,47.5055,-122.189,1400,7203,2015,23,23,0,6.25,224.58100558659217,3.125,0.0,0.2448365476678977,0
275000.0,2,1.0,840,4000,1.0,0,0,3,6,840,0,47.5531,-122.307,1100,4000,2015,73,73,0,3.0,327.3809523809524,3.0,0.0,0.21,1
421500.0,3,1.5,990,4500,1.0,0,0,5,7,990,0,47.6051,-122.298,1490,4000,2014,66,66,0,4.5,425.75757575757575,4.5,0.0,0.22,1
560000.0,3,3.0,4120,60392,2.0,0,2,3,9,3180,940,47.6804,-121.913,2770,64033,2014,20,20,0,6.0,135.92233009708738,3.0,0.22815533980582525,0.06822095641806862,2
314000.0,3,1.75,1620,9600,1.0,0,0,4,7,1620,0,47.4749,-122.155,1660,10200,2015,49,49,0,4.75,193.82716049382717,4.75,0.0,0.16875,0
287000.0,4,2.0,1340,8190,1.0,0,0,4,7,1340,0,47.4905,-122.343,1410,9721,2015,73,73,0,6.0,214.17910447761193,6.0,0.0,0.16361416361416362,0
277000.0,4,1.0,1500,5750,1.5,0,0,3,6,1500,0,47.4768,-122.206,1330,5750,2015,90,90,0,5.0,184.66666666666666,3.3333333333333335,0.0,0.2608695652173913,0
337500.0,2,1.0,1300,6731,1.0,0,0,3,7,1300,0,47.5697,-122.395,1240,6731,2014,64,64,0,3.0,259.61538461538464,3.0,0.0,0.19313623532907442,1
792000.0,4,2.75,3100,10245,2.0,0,0,3,10,3100,0,47.6858,-122.107,3140,9028,2014,15,15,0,6.75,255.48387096774192,3.375,0.0,0.30258662762323085,2
435000.0,3,2.5,3380,7074,2.0,0,0,3,8,2200,1180,47.7462,-121.978,2060,6548,2014,15,15,0,5.5,128.698224852071,2.75,0.34911242603550297,0.4778060503251343,2
313100.0,4,2.5,2660,9030,1.0,0,0,4,7,1450,1210,47.4558,-122.212,1870,9030,2015,38,38,0,6.5,117.70676691729324,6.5,0.4548872180451128,0.29457364341085274,0
575000.0,3,2.25,1700,3333,1.5,0,0,3,7,1100,600,47.6784,-122.361,1700,3750,2014,90,90,0,5.25,338.2352941176471,3.5,0.35294117647058826,0.51005100510051,1
510000.0,4,2.5,1840,7800,1.0,0,2,3,8,1240,600,47.7762,-122.384,2010,9100,2015,43,43,0,6.5,277.17391304347825,6.5,0.32608695652173914,0.2358974358974359,1
299950.0,2,1.0,890,5200,1.0,0,0,4,6,890,0,47.5311,-122.373,950,5200,2015,74,74,0,3.0,337.02247191011236,3.0,0.0,0.17115384615384616,1
1028000.0,3,3.0,2800,5800,1.0,0,0,3,9,1580,1220,47.6493,-122.413,2580,5800,2015,62,5,1,6.0,367.14285714285717,6.0,0.4357142857142857,0.4827586206896552,1
364000.0,4,1.75,2010,8625,1.0,0,0,4,7,1340,670,47.7496,-122.355,1500,8400,2014,57,57,0,5.75,181.09452736318408,5.75,0.3333333333333333,0.23304347826086957,1
335000.0,3,1.0,1380,7470,1.0,0,0,5,7,1380,0,47.7479,-122.343,1440,7473,2014,49,49,0,4.0,242.7536231884058,4.0,0.0,0.18473895582329317,1
219950.0,3,1.0,1210,8000,1.0,0,0,3,6,1210,0,47.4211,-122.314,1430,8000,2014,60,60,0,4.0,181.77685950413223,4.0,0.0,0.15125,0
215000.0,3,2.0,1280,6994,1.0,0,0,3,7,1280,0,47.3889,-122.048,1290,7514,2015,24,24,0,5.0,167.96875,5.0,0.0,0.18301401201029455,0
640000.0,4,2.5,4090,215186,2.0,0,0,4,8,3670,420,47.2964,-122.116,2430,142005,2015,36,36,0,6.5,156.479217603912,3.25,0.10268948655256724,0.01900681271086409,0
535000.0,3,1.0,1580,6300,1.0,0,0,3,7,1180,400,47.6505,-122.384,1560,1601,2014,89,89,0,4.0,338.60759493670884,4.0,0.25316455696202533,0.2507936507936508,1
253000.0,4,2.0,1910,7826,1.0,0,0,4,7,1140,770,47.3493,-122.306,1540,7826,2014,41,41,0,6.0,132.4607329842932,6.0,0.4031413612565445,0.24405826731408126,0
650000.0,2,2.5,1740,2500,2.0,0,2,3,8,1210,530,47.622,-122.3,1640,2500,2014,20,20,0,4.5,373.5632183908046,2.25,0.3045977011494253,0.696,1
672000.0,3,2.25,1130,4445,1.5,0,0,4,8,1130,0,47.6845,-122.375,1330,4445,2015,85,85,0,5.25,594.6902654867257,3.5,0.0,0.2542182227221597,1
606000.0,3,1.75,1970,8540,1.0,0,3,4,8,1130,840,47.7213,-122.365,2280,8540,2014,64,64,0,4.75,307.61421319796955,4.75,0.4263959390862944,0.2306791569086651,1
292000.0,3,2.25,1780,9720,1.0,0,0,3,8,1280,500,47.4762,-122.156,1710,9790,2015,34,34,0,5.25,164.04494382022472,5.25,0.2808988764044944,0.1831275720164609,0
289950.0,3,2.0,1670,7757,1.0,0,0,3,8,1670,0,47.3802,-122.207,2290,7859,2014,22,22,0,5.0,173.62275449101796,5.0,0.0,0.2152894160113446,0
257500.0,4,1.5,1360,9323,1.0,0,0,4,7,1360,0,47.3168,-122.401,1180,9611,2014,46,46,0,5.5,189.33823529411765,5.5,0.0,0.14587579105438164,0
380000.0,3,2.5,1840,6985,1.0,0,0,3,7,1290,550,47.7586,-122.342,2160,7990,2014,43,43,0,5.5,206.52173913043478,5.5,0.29891304347826086,0.2634216177523264,1
360000.0,3,1.75,1255,1113,3.0,0,0,3,8,1255,0,47.6958,-122.343,1010,1038,2014,4,4,0,4.75,286.85258964143424,1.5833333333333333,0.0,1.1275831087151842,1
269500.0,3,1.75,1840,7412,1.0,0,0,4,7,1240,600,47.3933,-122.188,1980,7350,2014,38,38,0,4.75,146.4673913043478,4.75,0.32608695652173914,0.248246087425796,0
449000.0,4,2.5,2960,6031,2.0,0,0,3,9,2960,0,47.3596,-122.04,2570,5012,2014,9,9,0,6.5,151.6891891891892,3.25,0.0,0.49079754601226994,0
375000.0,4,1.5,1430,7232,1.5,0,0,3,7,1430,0,47.7197,-122.328,1540,7232,2014,66,66,0,5.5,262.23776223776224,3.6666666666666665,0.0,0.19773230088495575,1
2200000.0,5,4.75,5990,10450,2.0,1,4,3,11,4050,1940,47.5554,-122.077,3330,14810,2014,12,12,0,9.75,367.2787979966611,4.875,0.32387312186978295,0.5732057416267943,2
810000.0,4,2.5,3480,59242,2.0,0,0,3,11,3480,0,47.7391,-122.102,2930,39400,2014,26,26,0,6.5,232.75862068965517,3.25,0.0,0.05874210863914115,2
994000.0,5,3.25,4260,7861,2.0,0,0,3,10,4260,0,47.611,-121.992,4020,7528,2014,9,9,0,8.25,233.33333333333334,4.125,0.0,0.5419157867955731,2
275000.0,5,2.25,1820,10500,1.0,0,0,4,7,1080,740,47.4058,-122.177,1820,7500,2015,36,36,0,7.25,151.0989010989011,7.25,0.4065934065934066,0.17333333333333334,0
300000.0,2,1.0,1290,2482,2.0,0,0,3,7,1290,0,47.6972,-122.025,1290,2482,2015,7,7,0,3.0,232.5581395348837,1.5,0.0,0.5197421434327155,2
380000.0,5,2.5,2130,8428,2.0,0,0,3,7,2130,0,47.4726,-122.282,1500,11810,2015,2,2,0,7.5,178.4037558685446,3.75,0.0,0.25272899857617465,0
200000.0,3,2.0,1170,10051,1.0,0,0,4,7,1170,0,47.4229,-122.324,1440,9800,2015,58,58,0,5.0,170.94017094017093,5.0,0.0,0.11640632772858422,0
635000.0,3,3.5,1730,1349,3.0,0,0,3,9,1350,380,47.6224,-122.326,1830,3300,2014,5,5,0,6.5,367.05202312138726,2.1666666666666665,0.21965317919075145,1.2824314306893996,1
280000.0,2,1.0,880,5750,1.0,0,0,3,6,880,0,47.5642,-122.379,1190,5750,2014,75,75,0,3.0,318.1818181818182,3.0,0.0,0.15304347826086956,1
574000.0,3,2.5,2380,6832,2.0,0,0,3,8,2380,0,47.5372,-121.876,2580,6832,2014,12,12,0,5.5,241.1764705882353,2.75,0.0,0.3483606557377049,2
1050000.0,4,1.0,1330,9729,1.0,0,0,3,6,1330,0,47.6223,-122.208,2920,10353,2015,63,63,0,5.0,789.4736842105264,5.0,0.0,0.1367046972967417,1
545000.0,3,2.25,1780,191228,2.0,0,2,3,8,1780,0,47.4575,-121.748,2440,87120,2014,26,26,0,5.25,306.17977528089887,2.625,0.0,0.009308260296609283,2
271950.0,3,1.5,1220,8400,1.0,0,0,4,7,1220,0,47.5467,-122.173,2110,9119,2015,53,53,0,4.5,222.90983606557376,4.5,0.0,0.14523809523809525,2
630000.0,5,1.75,2490,24969,1.0,0,2,4,8,1540,950,47.336,-122.35,2790,15600,2014,55,55,0,6.75,253.0120481927711,6.75,0.3815261044176707,0.09972365733509551,0
400000.0,2,1.0,1180,10800,1.0,0,0,3,7,1180,0,47.7273,-122.236,1600,10800,2014,30,30,0,3.0,338.9830508474576,3.0,0.0,0.10925925925925926,1
334000.0,4,2.5,2310,6200,2.0,0,0,3,8,2310,0,47.3321,-122.172,2480,6200,2014,16,16,0,6.5,144.5887445887446,3.25,0.0,0.3725806451612903,0
332500.0,4,2.0,1440,4855,2.0,0,0,4,7,1440,0,47.5717,-122.287,1300,4080,2014,42,42,0,6.0,230.90277777777777,3.0,0.0,0.29660144181256437,1
525000.0,2,1.5,1620,1444,2.0,0,0,3,9,1080,540,47.5892,-122.309,1660,1642,2014,7,7,0,3.5,324.0740740740741,1.75,0.3333333333333333,1.1218836565096952,1
408000.0,3,2.5,2620,8403,2.0,0,0,3,8,2620,0,47.3675,-122.042,2190,7842,2015,24,24,0,5.5,155.72519083969465,2.75,0.0,0.311793407116506,0
846450.0,4,2.5,3710,7491,2.0,0,0,3,9,3710,0,47.5596,-122.016,3040,7491,2015,12,12,0,6.5,228.15363881401618,3.25,0.0,0.49526097984247763,2
411100.0,3,1.5,1040,10323,1.0,0,0,4,7,1040,0,47.5882,-122.155,1580,7200,2014,56,56,0,4.5,395.28846153846155,4.5,0.0,0.10074590719752011,2
409124.0,5,3.25,3320,11340,2.0,0,0,4,8,2480,840,47.3904,-122.154,2330,8339,2014,15,15,0,8.25,123.23012048192771,4.125,0.25301204819277107,0.2927689594356261,0
335950.0,2,1.5,800,5192,1.0,0,0,5,7,800,0,47.5119,-122.386,1190,5320,2014,63,63,0,3.5,419.9375,3.5,0.0,0.15408320493066255,1
480000.0,5,2.5,2040,9597,1.0,0,0,4,7,1240,800,47.6544,-122.134,1800,8553,2015,52,52,0,7.5,235.2941176470588,7.5,0.39215686274509803,0.21256642700844014,2
280000.0,2,1.75,1960,30144,1.0,0,0,3,7,980,980,47.4234,-122.212,1960,10140,2014,57,57,0,3.75,142.85714285714286,3.75,0.5,0.06502123142250531,0
668000.0,4,2.5,2670,4410,2.0,0,0,3,8,2670,0,47.5978,-122.038,2670,4410,2014,15,15,0,6.5,250.18726591760299,3.25,0.0,0.6054421768707483,2
750000.0,4,2.5,2930,8641,2.0,0,0,3,8,2930,0,47.7199,-122.246,2120,11175,2015,5,5,0,6.5,255.9726962457338,3.25,0.0,0.33908112486980674,1
394475.0,2,1.0,830,4000,1.0,0,0,3,6,830,0,47.6929,-122.379,950,4000,2014,59,59,0,3.0,475.2710843373494,3.0,0.0,0.2075,1
848000.0,5,1.75,2290,4320,2.0,0,0,3,7,1980,310,47.664,-122.31,2870,4320,2015,87,87,0,6.75,370.3056768558952,3.375,0.13537117903930132,0.5300925925925926,1
675000.0,3,1.5,2510,3600,2.5,0,0,4,8,2510,0,47.6195,-122.313,1740,1885,2014,107,107,0,4.5,268.9243027888446,1.8,0.0,0.6972222222222222,1
175000.0,3,1.0,1280,7572,1.0,0,0,4,6,1280,0,47.4491,-122.176,1170,7667,2014,56,56,0,4.0,136.71875,4.0,0.0,0.16904384574749076,0
560000.0,4,1.5,1810,6000,1.0,0,1,3,8,1350,460,47.5233,-122.386,2020,6000,2014,62,62,0,5.5,309.3922651933702,5.5,0.2541436464088398,0.3016666666666667,1
538888.0,5,2.75,2080,13189,2.0,0,0,3,8,2080,0,47.6288,-122.031,2030,11847,2014,27,27,0,7.75,259.08076923076925,3.875,0.0,0.15770718022594588,2
359000.0,4,1.75,1680,9244,2.0,0,0,3,8,1680,0,47.4612,-122.352,1840,9387,2014,23,23,0,5.75,213.6904761904762,2.875,0.0,0.18173950670705322,0
300000.0,3,2.25,1660,5128,2.0,0,0,3,7,1660,0,47.7362,-121.967,1680,4652,2014,13,13,0,5.25,180.72289156626505,2.625,0.0,0.3237129485179407,2
273000.0,3,2.5,1650,5994,2.0,0,0,4,7,1650,0,47.3603,-122.19,1930,6666,2014,25,25,0,5.5,165.45454545454547,2.75,0.0,0.2752752752752753,0
670000.0,3,2.5,1420,1438,2.0,0,0,3,9,1280,140,47.6265,-122.323,1490,1439,2014,11,11,0,5.5,471.83098591549293,2.75,0.09859154929577464,0.9874826147426982,1
530000.0,4,2.25,2240,8376,1.0,0,0,3,8,1740,500,47.6323,-122.029,1890,7875,2014,30,30,0,6.25,236.60714285714286,6.25,0.22321428571428573,0.26743075453677173,2
625000.0,3,1.5,1230,3060,1.0,0,0,3,7,910,320,47.667,-122.333,1260,4488,2014,87,87,0,4.5,508.130081300813,4.5,0.2601626016260163,0.4019607843137255,1
248000.0,3,1.0,1260,6000,1.0,0,0,4,6,1260,0,47.4187,-122.323,1520,6600,2015,61,61,0,4.0,196.82539682539684,4.0,0.0,0.21,0
533000.0,3,2.5,2060,4812,2.0,0,0,3,8,2060,0,47.5793,-122.002,1930,5264,2014,24,24,0,5.5,258.7378640776699,2.75,0.0,0.42809642560266004,2
549950.0,4,3.5,3090,10510,1.0,0,0,3,8,2190,900,47.7176,-122.214,2200,7408,2014,23,23,0,7.5,177.97734627831716,7.5,0.2912621359223301,0.2940057088487155,1
485000.0,4,1.75,3220,7392,1.0,0,0,4,8,2010,1210,47.7719,-122.361,1660,8363,2014,55,55,0,5.75,150.62111801242236,5.75,0.37577639751552794,0.4356060606060606,1
